Store,Product,Space,Profit,Sales,Units
780,LEE,1.5,7004,12011.74,30
781,LEE,1,3394,5737.41,56
782,LEE,1,5898,8773.24,54
783,LEE,1.5,6067,10248.97,3
784,LEE,1.5,6196,14423.43,97
785,LEE,1.5,1157,12568.21,58
786,LEE,1.5,6581,10364.19,35
787,LEE,1.5,4810,9318.69,81
788,LEE,1.5,1945,9383.53,100
789,LEE,1.5,3928,13401.29,6
790,LEE,0.75,1856,3221.89,41
795,LEE,1.5,4590,11891.32,47
796,LEE,1.25,5006,4323.77,34
797,LEE,1.5,4468,4546.12,91
798,LEE,1.5,2602,8322.72,46
799,LEE,1.5,5299,12222.81,20
951,LEE,1.5,5419,6247.81,74
952,LEE,1.5,1021,7642.23,2
953,LEE,1.5,3015,8156.41,86
954,LEE,1.25,2477,7283.71,58
955,LEE,1.5,1683,11778.56,57
956,LEE,1.5,2412,18488.68,31
957,LEE,1.5,1566,12313.33,12
958,LEE,1,5957,3490.46,19
960,LEE,1,5812,4203.3,26
962,LEE,1.5,7532,18605.78,83
963,LEE,1.5,2095,26581.88,7
964,LEE,1.5,5022,19726.81,39
967,LEE,1.5,9053,13375.55,53
968,LEE,1,1051,5930.08,79
969,LEE,1,3152,7781.84,96
970,LEE,1.5,9481,20765.15,58
971,LEE,1.5,6175,18841.95,51
973,LEE,1,2641,9739,100
974,LEE,1,7162,3971.19,62
975,LEE,1,3817,3896.24,30
976,LEE,0.75,7061,3388.15,71
977,LEE,1,6775,4726.08,70
978,LEE,1,4573,4586.94,49
980,LEE,1,6605,8331.51,75
981,LEE,1,5299,3307.73,51
982,LEE,1.5,6075,17308.61,75
983,LEE,1,5700,7315.76,49
985,LEE,1.5,2513,15920.17,13
986,LEE,0.75,8115,6728.54,20
987,LEE,1.5,8736,18454.84,23
988,LEE,1,7757,8492.9,83
989,LEE,1,8463,6769.57,16
990,LEE,1.5,2131,23183.36,97
991,LEE,1,4609,5105.64,93
992,LEE,1.5,3877,11792.89,77
993,LEE,1.25,9116,3190.57,30
994,LEE,0.75,2184,2365.13,35
995,LEE,1.25,3170,6793.53,88
996,LEE,1.5,6259,12979.22,25
997,LEE,1.5,4025,15737.66,42
998,LEE,1.25,3388,9756.03,48
1002,LEE,1,3911,6627.02,52
1003,LEE,1,4708,5672.97,17
1004,LEE,1,7281,11412.02,62
1005,LEE,1.5,8951,16488.62,37
1006,LEE,1,5949,6996.7,42
1007,LEE,0.75,8513,4676.47,20
1008,LEE,1.25,8185,10335.1,6
1009,LEE,1.5,8229,11782.49,46
1010,LEE,1.5,3825,14253.37,5
1011,LEE,0.75,1989,5070.7,69
1012,LEE,1.25,6057,11265.17,88
1013,LEE,1.5,6693,10704.25,77
1014,LEE,1.5,2607,13812.78,50
1015,LEE,1.5,9836,13144.98,46
1016,LEE,1.5,9815,5607.89,1
1017,LEE,1,3065,5433.82,28
1018,LEE,1,8663,6241.58,95
1019,LEE,1.5,4000,15395.63,14
1020,LEE,0.75,5684,4441.83,30
1021,LEE,0.75,8025,9160.07,83
1022,LEE,1.25,6440,7014.97,79
1023,LEE,1.5,5716,13102.11,92
1024,LEE,1.5,1049,15914.57,41
1025,LEE,1.5,3534,10158.26,98
1026,LEE,1.5,6877,8365.96,17
1027,LEE,1.25,1053,4305.92,74
1028,LEE,1.5,3060,7273.67,69
1029,LEE,1.5,8588,13890.89,82
1030,LEE,1.5,4394,10176.52,92
1031,LEE,1,5998,8248.68,86
1032,LEE,1,7780,4130.91,14
1033,LEE,1.25,5860,9754.17,74
1034,LEE,1.5,2588,12355.39,7
1035,LEE,1.5,1396,14253.04,74
1036,LEE,1.5,4455,6836,69
1037,LEE,1.5,8516,8484.87,45
1038,LEE,1.25,2559,4320.48,33
1040,LEE,1.5,6605,19821.66,54
1041,LEE,1.5,3703,16372.1,38
1042,LEE,1.5,5745,14433.61,56
1043,LEE,1.25,6310,6444.31,44
1044,LEE,1,6259,4253.7,52
1045,LEE,0.75,7625,4363.05,48
1046,LEE,1.5,3248,10452.48,97
1047,LEE,1.5,9096,13567.71,60
1048,LEE,1,6844,7629.25,32
1049,LEE,1.25,2214,4085.89,1
1050,LEE,1.5,8029,20682.68,93
1051,LEE,1.5,8396,17755.15,82
1052,LEE,1.5,4093,15317.24,62
1053,LEE,1,5095,5279.19,10
1054,LEE,1.5,2187,15413.07,93
1055,LEE,1.25,2554,4381.72,63
1056,LEE,1.5,7302,22367.52,45
1057,LEE,1.5,6590,9056.46,13
1058,LEE,1.25,1941,3419.37,84
1059,LEE,1.25,6875,3552.53,7
1060,LEE,1.25,9380,5570.98,47
1062,LEE,1.25,9773,9058.12,48
1063,LEE,1.5,8709,19951.95,81
1064,LEE,1.25,7630,3913.3,38
1065,LEE,1.5,7114,10702.27,25
1066,LEE,1.25,5929,5508.23,13
1067,LEE,1,6460,8343.25,37
1068,LEE,1.25,2687,5630.16,57
1069,LEE,1,6454,4868.46,7
1070,LEE,1.25,8863,5139.4,62
1071,LEE,1.5,8753,8509.79,33
1072,LEE,0.75,8983,8606.09,87
1073,LEE,1.5,3930,9115.3,79
1075,LEE,1.25,8354,3301.74,7
1076,LEE,1,2403,8177.62,97
1077,LEE,1,7543,7208.25,23
1078,LEE,1.5,8429,10764.69,23
1079,LEE,1.25,2895,8798.31,100
1081,LEE,0.75,3156,4525.39,92
1082,LEE,0.75,4344,3025.64,51
1083,LEE,1.5,3866,16789.38,5
1084,LEE,1.25,3008,4673.41,13
1085,LEE,1.5,7273,18614.09,83
1086,LEE,1.25,7076,6575.6,60
1087,LEE,1.5,2706,14284.69,10
1089,LEE,1.25,4959,6190.12,4
1091,LEE,1.25,2464,6754.55,45
1092,LEE,1.5,9383,10824.11,72
1093,LEE,1.25,6888,7410.95,90
1094,LEE,1.5,6387,15833.37,1
1095,LEE,1.25,3721,10014.9,53
1096,LEE,1.5,5358,13200.03,40
1097,LEE,1.5,9773,15497.69,72
1098,LEE,1.25,5822,7722.38,99
1102,LEE,1.25,2013,3800.7,15
1103,LEE,1.5,3039,7202.12,76
1104,LEE,1.5,4290,18432.89,17
1105,LEE,1.25,1650,2684.92,33
1106,LEE,0.75,4746,3108.25,20
1107,LEE,1.25,9868,6388.01,50
1108,LEE,1,2502,6154.47,61
1109,LEE,1.25,8895,4059.41,34
1110,LEE,1.5,9137,6698.35,23
1111,LEE,1.5,3225,12254.31,81
1112,LEE,1.25,3397,2665.96,44
1113,LEE,1.5,3358,14070.92,56
1115,LEE,1.25,8969,6265.38,30
1117,LEE,0.75,6625,6177.71,100
1118,LEE,1.5,2798,14564.4,87
1119,LEE,1,5541,7944.73,59
1121,LEE,1,4593,5100.45,8
1122,LEE,1,9138,4017.35,91
1123,LEE,1.5,1641,16877.28,99
1124,LEE,1,8940,6031.51,61
1125,LEE,0.75,5334,3491.42,57
1126,LEE,1.25,1204,4632.35,85
1127,LEE,1.25,3072,6650.81,65
1128,LEE,1.25,3875,5454.88,96
1130,LEE,0.75,1616,4086.75,82
1132,LEE,1,1755,4210.56,7
1133,LEE,1.5,6106,8514.17,61
1134,LEE,0.75,6547,4509.25,58
1135,LEE,1.5,1528,18474.21,32
1136,LEE,0.75,8859,2430.01,36
1137,LEE,0.75,3209,11403.81,24
1138,LEE,1.25,7864,7747.29,9
1139,LEE,1.5,1194,5445.44,21
1140,LEE,0.75,7943,6456.46,46
1141,LEE,1.25,4784,4526.82,13
1142,LEE,1.5,2234,9571.33,32
1143,LEE,1,7387,7510.06,95
1144,LEE,0.75,5412,3323.01,22
1145,LEE,1.5,1711,16122.04,99
1146,LEE,1.25,6395,6046.67,73
1147,LEE,1.5,1989,24499.46,30
1149,LEE,1.5,4711,11116.09,50
1151,LEE,1.25,2131,3411.82,81
1152,LEE,1,4357,5567.33,40
1153,LEE,1.5,4486,10393.75,67
1155,LEE,0.75,1529,4942.96,68
1156,LEE,1,2856,16805,18
1157,LEE,1.5,3662,21912.44,76
1158,LEE,1.5,9785,16126.07,58
1159,LEE,1,1409,4282,59
1160,LEE,1.5,6604,8443.43,11
1161,LEE,1.5,5282,9617.59,11
1162,LEE,1.5,4789,8810.64,47
1163,LEE,1.25,4364,10404.4,70
1164,LEE,1.5,7005,8547.38,19
1165,LEE,1.5,7943,8531.23,52
1166,LEE,1.5,8642,16941.52,70
1167,LEE,1.25,6399,4395.18,85
1168,LEE,1.5,4469,25418.53,30
1169,LEE,1.5,1645,9894.6,91
1171,LEE,1.5,1163,4331.87,52
1172,LEE,1,2807,4918.66,72
1173,LEE,1.5,6482,7914.37,42
1174,LEE,1,6323,12584.58,50
1175,LEE,1.25,8830,6456.01,78
1176,LEE,1.25,7321,5091.4,32
1177,LEE,1.25,5472,3114.34,1
1178,LEE,1.5,6352,10777.32,63
1179,LEE,1.5,4903,9443.05,54
1180,LEE,1.5,3649,7371.49,51
1181,LEE,1.5,6098,8927.32,69
1182,LEE,1.5,3587,21696.05,98
1183,LEE,1.25,3302,5607.04,89
1184,LEE,1.5,3526,5979.98,89
1185,LEE,1.5,2381,11369.38,1
1186,LEE,1,5991,5084.49,87
1187,LEE,1,3068,5477.49,56
1188,LEE,1.25,6724,4397.85,45
1189,LEE,1.25,2264,8901.29,24
1190,LEE,1.5,2479,18323.7,78
1191,LEE,1.25,2880,3788.64,68
1192,LEE,1.25,8629,6157.6,94
1193,LEE,1.25,6194,3767.17,79
1194,LEE,1.25,2377,7408.2,30
1195,LEE,1.25,4663,8909.96,23
1196,LEE,1.25,9404,10821.48,51
1197,LEE,1.5,2209,11093.59,47
1198,LEE,1.25,5239,6634.82,63
1199,LEE,1.25,1166,5642.54,53
1200,LEE,1.25,2639,5249.57,5
1201,LEE,1.25,4292,7752.98,47
1202,LEE,1.25,1412,4120.94,69
1203,LEE,1.25,3532,3798.1,45
1204,LEE,1.25,2215,11839.43,6
1205,LEE,1.25,2752,6689.72,38
1207,LEE,1.25,7060,3576.99,51
1209,LEE,1.5,2236,7583.17,92
1211,LEE,1.25,9974,4681.84,85
1212,LEE,1.5,1884,10535.24,32
1215,LEE,1.25,2527,6057.7,60
1216,LEE,1.25,1989,10115.96,51
1217,LEE,1.25,4252,6893.12,10
1219,LEE,1.25,8650,4385.05,15
1221,LEE,1,2817,11047.25,18
1222,LEE,1.5,4024,5551.72,85
1223,LEE,1.5,4609,11419.66,77
1224,LEE,1.5,5181,14663.01,41
1225,LEE,1.25,5425,6983.61,10
1226,LEE,1.25,8455,3950.04,17
1227,LEE,1.5,7583,10456.3,73
1228,LEE,1.25,9484,8704.39,62
1229,LEE,1.5,5615,9129.33,70
1230,LEE,1.25,9650,4167.68,74
1231,LEE,1.25,3882,4376.81,99
1232,LEE,1.25,7529,6939.83,67
1233,LEE,1.5,7416,7481.53,87
1234,LEE,1.25,6239,3898.39,74
1235,LEE,1,6479,6875.55,9
1236,LEE,1.5,4007,7035.55,22
1237,LEE,1.5,3842,14187.6,66
1238,LEE,1.5,1763,15388.74,2
1240,LEE,1.25,1205,2928.62,52
1241,LEE,1.5,1021,14628.56,90
1242,LEE,1.25,9526,6350.2,90
1243,LEE,1.25,4131,6008.34,64
1245,LEE,1.25,6805,4094.03,84
1246,LEE,1.25,3534,2946.63,53
1247,LEE,1.25,6791,3532.32,46
1248,LEE,1.25,8886,3133.32,63
1249,LEE,1.5,3383,4793.07,50
1250,LEE,1.25,5738,4729.14,45
1253,LEE,1.5,8661,19355.34,13
1255,LEE,1,4629,11871.35,90
1256,LEE,1,9956,8060.04,68
1257,LEE,1,2000,9952.53,65
1261,LEE,1.25,9745,7891.36,76
1262,LEE,1,7166,4295.1,77
1264,LEE,1.5,5436,8478.29,5
1265,LEE,1.5,3814,14961.71,82
1266,LEE,1.5,8786,15981.93,37
1267,LEE,1.25,9664,5187.9,36
1268,LEE,1.5,2458,16375.92,45
1269,LEE,1.25,3663,6138,57
1270,LEE,1.5,7009,5551.3,16
1271,LEE,1.5,6071,12827.73,50
1272,LEE,1.5,5840,12377.56,79
1275,LEE,1.25,9274,5136.79,81
1276,LEE,1.25,7023,3873.85,60
1277,LEE,1,7242,10274.81,82
1279,LEE,1.25,4060,6654.75,58
1280,LEE,1.25,8287,4755.62,91
1281,LEE,1.5,9445,16849.22,42
1282,LEE,1,6494,4164.54,60
1283,LEE,1,9955,5521.65,99
1284,LEE,1.25,6032,6190.48,87
1285,LEE,1.25,1241,4591.3,64
1286,LEE,1.25,2919,6190.08,78
1287,LEE,1.25,2290,3543.07,94
1288,LEE,1.25,4288,3478.38,31
1290,LEE,1.5,3116,7665.82,76
1291,LEE,1.25,2879,5476.61,32
1292,LEE,0.75,7431,3368.83,52
1293,LEE,1.25,7645,5570.64,40
1294,LEE,1.25,1950,4463.65,46
1295,LEE,1.25,6514,5848.04,31
1300,LEE,1.25,1791,7031.11,43
1301,LEE,1.5,2918,13180.65,66
1302,LEE,1.25,4960,9746.52,95
1303,LEE,1.25,8395,4529.14,29
1304,LEE,1.25,5670,8998.23,91
1305,LEE,1.5,7090,12906.05,100
1306,LEE,1.5,7064,10822.96,6
1307,LEE,1.25,2278,9445.06,78
1308,LEE,1.25,4846,7858.67,9
1309,LEE,1.25,2762,6484.03,59
1310,LEE,1.25,9847,6406.98,13
1312,LEE,1.5,9620,13603.07,7
1313,LEE,1.5,3042,11154.86,44
1314,LEE,0.75,4249,13443.51,52
1315,LEE,1.25,3167,6123.35,42
1316,LEE,1.25,8824,3108.25,80
1317,LEE,1.5,6571,14043.98,89
1318,LEE,1.5,2807,7126.07,95
1319,LEE,1.5,1606,11885.36,98
1320,LEE,1.5,4345,12697.72,20
1322,LEE,1.5,5132,17854.65,95
1324,LEE,0.75,1780,2551.99,54
1325,LEE,1.5,7239,24972.34,72
1326,LEE,0.75,9399,3287.53,27
1327,LEE,1.5,6336,9644.97,65
1328,LEE,1,1280,4116.94,37
1329,LEE,1.5,7241,10026.65,46
1330,LEE,1.5,9009,12262.68,49
1331,LEE,1.5,4413,8832.07,50
1332,LEE,1.25,5586,7858,53
1334,LEE,1.25,1471,5970.11,15
1340,LEE,1.5,1339,8771.57,86
1342,LEE,1.25,3704,5141.73,54
1343,LEE,1.25,6578,6344.48,66
1347,LEE,1.5,4561,10343.57,55
1349,LEE,1.25,6775,6829.41,32
1350,LEE,1.25,3501,7079.69,81
1352,LEE,1.5,5683,12823.6,31
1353,LEE,1.25,8584,7153.27,34
1354,LEE,1.25,8351,3912.5,66
1355,LEE,1,1349,12530.03,1
1356,LEE,1.25,3304,2617.84,93
1357,LEE,1.5,6760,6023.97,94
1358,LEE,0.75,8654,2263.23,41
1359,LEE,0.75,8897,3627.26,84
1360,LEE,0.75,5064,2861.23,62
1361,LEE,0.75,4253,5034.5,34
1362,LEE,0.75,4710,2551.42,11
1363,LEE,0.75,7402,3448.5,11
1364,LEE,0.75,9332,3130.13,8
1365,LEE,0.75,8336,3518.46,20
1366,LEE,0.75,3802,4214.59,14
1367,LEE,0.75,2236,3566.98,62
1370,LEE,0.75,2549,3187.57,2
1371,LEE,0.75,4999,2872.61,5
1372,LEE,1,9227,3287.21,81
1373,LEE,0.75,3086,4044.42,6
1374,LEE,0.75,7628,3321.44,43
1376,LEE,0.75,1147,2896.22,34
1377,LEE,0.75,7869,4193.62,66
1378,LEE,0.75,6000,3058.3,44
1379,LEE,0.75,9964,2976.23,97
1381,LEE,0.75,9127,2589.39,71
1382,LEE,0.75,3319,3164.04,16
1383,LEE,0.75,4651,3990.31,61
1385,LEE,1,3949,4281.82,99
1386,LEE,0.75,5509,3878.89,76
1388,LEE,0.75,2073,1957.46,35
1389,LEE,1,2511,5006.09,85
1390,LEE,1,5616,3262.96,41
1391,LEE,0.75,9526,3418.05,45
1393,LEE,1.25,2067,3229.61,17
1394,LEE,1.5,8501,21091.98,78
1395,LEE,1,4983,5464.52,3
1396,LEE,1.25,8865,6510.88,100
1397,LEE,1.25,1999,4720.04,10
1399,LEE,0.75,8310,3604.94,24
1400,LEE,0.75,3053,2979.62,80
1401,LEE,1.5,3337,14113.61,36
1403,LEE,0.75,1793,2816.9,5
1404,LEE,0.75,5197,2908.67,14
1405,LEE,1.5,4662,8289.54,94
1407,LEE,0.75,5176,3301.15,19
1408,LEE,1.5,7555,10514,94
1409,LEE,1,4762,12394.48,49
1410,LEE,1.25,2665,2578.53,77
1411,LEE,0.75,4053,4771.93,62
1413,LEE,1.25,3111,6144.47,77
1414,LEE,1.5,2673,11907.25,92
1415,LEE,0.75,7466,1919.49,67
1416,LEE,1.25,9348,5011.96,55
1418,LEE,1.5,9406,17048.89,94
1419,LEE,1.25,9145,6705.35,90
1420,LEE,1.25,2869,5188.7,38
1421,LEE,1.25,9368,2962.39,55
1422,LEE,1.25,7327,3213.41,80
1424,LEE,1.25,1226,6512.35,25
1425,LEE,1.25,9822,8141.51,25
1426,LEE,1.25,5439,9087.55,42
1428,LEE,1.25,2597,3985.76,68
1429,LEE,1.25,7432,1497.17,38
1430,LEE,1.25,8236,3039.4,45
1431,LEE,1.25,5418,5008.15,48
1432,LEE,1.5,1649,8036.02,53
1434,LEE,0.75,8861,2431.26,55
1435,LEE,1.5,9186,3844,40
1436,LEE,1.25,4527,4946.96,86
1437,LEE,1.25,5773,2905.58,37
1438,LEE,1.25,1555,5257.53,37
1439,LEE,1.25,3296,5391.59,27
1440,LEE,1.25,9465,6672.34,2
1441,LEE,1.5,4732,9086.9,10
1442,LEE,1.25,2255,6189.79,63
1443,LEE,1.25,8628,6643.2,20
1445,LEE,1.25,2667,4157.95,81
1447,LEE,0.75,2626,6730.02,85
1448,LEE,0.75,7098,3962.51,39
1450,LEE,1.25,2044,1870.2,21
1452,LEE,0.75,8422,4343.52,2
1453,LEE,1.25,3437,7099.04,14
1454,LEE,0.75,6102,4417.55,79
1455,LEE,0.75,1791,2727.44,8
1456,LEE,1.5,7443,9528.15,38
1457,LEE,0.75,4717,4468.44,15
1458,LEE,0.75,3543,3091.31,64
1461,LEE,1.25,9684,4259.37,22
1462,LEE,0.75,4625,4913.34,27
1463,LEE,1.25,7968,7167.23,61
1465,LEE,1.25,2338,8434.36,97
1466,LEE,0.75,8746,5275.53,81
1467,LEE,1.25,2452,3934.9,32
1468,LEE,1.25,7419,7570.65,41
1469,LEE,1.25,7319,4816.62,25
1470,LEE,1.25,1925,8129.77,85
1473,LEE,1.25,3402,7039.57,100
1474,LEE,1.25,9200,6170.5,42
1476,LEE,1,6686,8299.32,22
1480,LEE,1.25,8084,4710.47,53
1481,LEE,1.5,3483,7189.86,7
1484,LEE,1.5,2039,2286.04,86
1487,LEE,1.25,1444,4432.84,19
1492,LEE,1.25,7912,4529.52,91
1493,LEE,1.25,9437,4734.15,5
1494,LEE,1.5,7872,11020.66,33
1497,LEE,1.25,7695,4633.9,87
1498,LEE,1.25,6529,5419.93,43
1499,LEE,1.25,7562,5248.52,42
1500,LEE,1.5,6262,8146.19,32
1501,LEE,0.75,9911,3707.1,64
1502,LEE,1.5,9530,6527.99,71
1503,LEE,0.75,1934,7116.05,22
1504,LEE,1.25,9358,3695.46,92
1506,LEE,0.75,7320,7306.62,5
1507,LEE,0.75,8345,4966.19,37
1508,LEE,1.25,9680,3755.09,27
1510,LEE,1.25,9913,7517.41,74
1515,LEE,1.25,8991,5705.03,10
1516,LEE,0.75,5032,9675.88,20
1517,LEE,1.25,9780,6904.27,56
7,SONOMA,6,5568,115459.39,50
8,SONOMA,5.5,1466,91189.71,57
9,SONOMA,5.5,6688,55749.34,5
10,SONOMA,5.5,2274,94338.88,71
11,SONOMA,5.5,8598,97763.98,3
14,SONOMA,5.5,5540,63619.34,97
17,SONOMA,5.5,2611,80967.96,92
18,SONOMA,6,4739,101660.72,62
19,SONOMA,5.5,6154,35488.73,35
25,SONOMA,5.5,4068,74818.82,26
31,SONOMA,5.5,5741,88415.48,58
32,SONOMA,5.25,2449,59882.22,7
33,SONOMA,5.5,1989,79610.74,49
34,SONOMA,5.25,2286,51823.92,66
35,SONOMA,5.5,7276,80518.87,96
37,SONOMA,5.5,6833,94452.13,77
39,SONOMA,5.5,6818,91170.35,45
41,SONOMA,6,9885,93005.52,25
43,SONOMA,5.5,4924,58075.31,91
48,SONOMA,5.5,6576,85529.61,8
49,SONOMA,5.5,8604,64527.49,75
52,SONOMA,5.5,4266,60889.61,17
54,SONOMA,6,5560,77485.35,96
55,SONOMA,5.5,3094,64099.27,30
57,SONOMA,5.5,1073,44703.06,65
59,SONOMA,5.5,6740,31165.4,33
60,SONOMA,5.5,6797,54966.94,70
62,SONOMA,5.5,6834,95943.6,14
63,SONOMA,5.5,7507,54517.61,89
64,SONOMA,5.5,6357,77170.53,24
65,SONOMA,5.5,8545,54157.18,65
66,SONOMA,5.5,1828,65320.82,23
67,SONOMA,5.5,2058,45339.45,44
68,SONOMA,5.5,6061,73618.04,21
70,SONOMA,5.5,9568,45041.39,7
71,SONOMA,5.5,7063,55880.48,44
72,SONOMA,5.5,1915,85221.39,49
73,SONOMA,5.5,4815,101304.93,16
75,SONOMA,5.5,1075,55092,88
77,SONOMA,5.5,6577,44067.77,14
79,SONOMA,5.5,6323,69514.95,80
82,SONOMA,5.5,5690,56618.68,77
83,SONOMA,5.5,8017,66687.76,19
84,SONOMA,5.5,2583,55373.98,17
86,SONOMA,5.5,4196,107425.98,22
89,SONOMA,5.5,7009,49438.18,66
91,SONOMA,5.5,6593,74110.45,98
95,SONOMA,5.5,6383,48464.77,57
96,SONOMA,5.5,7602,79472.67,30
97,SONOMA,6,8042,99472.57,41
99,SONOMA,6,7835,103098.14,47
101,SONOMA,5.5,7250,82063.53,54
102,SONOMA,6,8469,139347.1,44
103,SONOMA,5.5,8968,91931.55,86
104,SONOMA,6,7350,61992.59,21
105,SONOMA,5.5,9175,108058.85,45
106,SONOMA,5.5,5048,59833.12,17
107,SONOMA,5.5,3073,47420.6,33
108,SONOMA,6,7089,88455.04,11
109,SONOMA,5.5,2737,93681.36,35
110,SONOMA,5.5,7086,86451.83,18
111,SONOMA,5.5,5780,62949.34,96
112,SONOMA,5.5,9932,49639.1,79
113,SONOMA,5.5,7007,65634.64,19
114,SONOMA,6,4079,62789.29,58
115,SONOMA,4.75,5288,42620.7,75
117,SONOMA,5.5,8250,57904.49,60
118,SONOMA,6,2328,89928.38,26
119,SONOMA,5,4427,49886.88,31
121,SONOMA,5.5,6084,82421.18,58
123,SONOMA,5.5,3105,66075.42,44
125,SONOMA,5,5601,42550.97,12
126,SONOMA,5.5,3945,92523.2,33
127,SONOMA,5.5,9045,56131.56,54
129,SONOMA,5.5,4068,77578.91,6
130,SONOMA,5.5,7328,105308.58,73
132,SONOMA,5.5,3448,72020.61,3
134,SONOMA,5.5,5580,112409.3,84
136,SONOMA,5,3823,39767.35,81
138,SONOMA,5.5,5528,67997.68,35
139,SONOMA,5.5,6504,49972.04,79
140,SONOMA,6,7174,115112.98,34
141,SONOMA,5.5,5827,81007.58,48
142,SONOMA,5.5,3257,83083.07,16
143,SONOMA,4.75,7161,42798.54,78
147,SONOMA,6,3735,84996.84,31
148,SONOMA,5.5,6265,64876.42,8
149,SONOMA,5.5,5419,52202.88,6
153,SONOMA,5.5,8807,53785.12,12
154,SONOMA,5.5,9127,55460.71,31
155,SONOMA,5.5,8316,97797.25,5
156,SONOMA,5.5,1345,60274.04,40
158,SONOMA,5.5,7364,80853.33,100
159,SONOMA,5.5,2180,71090.06,52
160,SONOMA,5.5,7687,67999.72,27
161,SONOMA,5.5,7042,66453.17,79
162,SONOMA,5.5,9762,47314.04,88
163,SONOMA,4.75,8084,37618.88,15
165,SONOMA,5,4939,41467.51,68
166,SONOMA,5.5,3495,69602.14,3
167,SONOMA,5.5,5515,58534.81,96
168,SONOMA,5.5,8133,72930.78,85
169,SONOMA,5.5,5397,51627.25,55
170,SONOMA,5.5,2753,46995.57,95
171,SONOMA,5.5,9810,85141.07,54
172,SONOMA,5.5,2250,57995.8,41
173,SONOMA,6,2748,82480.37,75
174,SONOMA,5.5,8720,86191.73,22
175,SONOMA,5.5,6514,92613.67,35
176,SONOMA,5.5,1784,68650.08,62
177,SONOMA,5.5,3119,51942.15,2
178,SONOMA,5.5,7783,61220.4,4
179,SONOMA,5.5,5096,77000.33,39
180,SONOMA,5,2363,36544.6,44
182,SONOMA,5.5,5999,79201.49,3
183,SONOMA,5.5,9694,49869.77,55
184,SONOMA,5.5,9060,82283.57,55
185,SONOMA,5,5905,43286.01,54
186,SONOMA,5,8257,42323.1,64
187,SONOMA,6,9166,75428.07,59
188,SONOMA,5.5,3131,71088.03,34
189,SONOMA,5.5,8064,60066.36,12
190,SONOMA,5.5,1075,67269.97,82
191,SONOMA,5.5,8212,66535.56,22
192,SONOMA,5.25,2360,47941.95,5
193,SONOMA,5.5,5073,50004.89,29
195,SONOMA,5.5,3211,33857.3,19
196,SONOMA,5.5,3301,49530.02,16
197,SONOMA,4.75,7720,40166.27,45
198,SONOMA,5.5,6040,77800.1,77
200,SONOMA,5.25,7164,57223.16,75
201,SONOMA,5.5,1680,69305.67,65
202,SONOMA,5.5,3890,102382.46,34
204,SONOMA,5.5,9732,94313.56,43
205,SONOMA,5.5,6183,87746.62,49
206,SONOMA,5.5,9994,86124.49,92
207,SONOMA,5.5,1989,58524.01,31
208,SONOMA,6,4797,98722.93,75
209,SONOMA,5.5,8492,86250.66,63
210,SONOMA,5.5,2442,72457.99,53
211,SONOMA,5.5,1184,51754.32,77
212,SONOMA,5.5,2186,67420.23,21
213,SONOMA,5.5,2192,87518.91,74
214,SONOMA,5.5,4357,75691.17,14
215,SONOMA,5.5,5835,53349.62,80
216,SONOMA,5.5,6861,52822.97,83
217,SONOMA,5.5,2445,74683.59,91
218,SONOMA,5.5,4309,64400.22,26
219,SONOMA,5.5,1209,106679.42,29
220,SONOMA,5.5,7090,68634.01,64
221,SONOMA,6,4845,142094.17,12
222,SONOMA,5.5,1917,78204.01,21
223,SONOMA,6,2460,80719.55,27
224,SONOMA,5.5,3413,77066.94,46
225,SONOMA,5.5,8750,68214.87,48
226,SONOMA,6,5126,58966.07,2
227,SONOMA,5.5,3920,100084.01,46
228,SONOMA,5.5,6431,46326.15,86
229,SONOMA,5.5,8717,129298.63,38
230,SONOMA,6,7427,63504.7,55
231,SONOMA,5.5,9819,69612.36,36
232,SONOMA,5.5,8163,74432.07,9
233,SONOMA,5.5,4072,64252.66,54
234,SONOMA,5.5,7274,76842.07,46
235,SONOMA,5.5,4833,66464.43,31
236,SONOMA,5.5,3708,75798.57,21
237,SONOMA,5.5,9270,109320.95,75
238,SONOMA,5.5,8282,95578.87,49
239,SONOMA,6,4094,132203.36,57
240,SONOMA,5.5,7078,73171.51,39
241,SONOMA,5.5,9269,109729.7,2
242,SONOMA,5.5,8971,85931.64,65
243,SONOMA,5.5,1443,57383.41,90
244,SONOMA,5.5,9028,79974.59,59
245,SONOMA,5.5,8429,69096.31,61
246,SONOMA,5.5,7105,94790.24,2
247,SONOMA,5.5,2697,76949.43,92
248,SONOMA,5.5,4720,78182.29,96
249,SONOMA,5.5,4056,55340.61,30
251,SONOMA,5.5,2960,56035.8,13
252,SONOMA,5.5,1439,71126.89,21
253,SONOMA,5.5,8257,110627.04,29
254,SONOMA,5.5,4442,73042.46,65
255,SONOMA,5.5,9582,61614.47,63
256,SONOMA,5.5,9062,66003.33,84
257,SONOMA,5.5,1190,78986.61,69
258,SONOMA,5.5,9271,46843.85,34
259,SONOMA,5.5,9036,74327.73,36
260,SONOMA,5,7361,41000.03,36
261,SONOMA,5.5,2660,41529.21,39
262,SONOMA,6,2370,98261.48,34
263,SONOMA,5.5,1218,50661.01,83
264,SONOMA,6,3807,85931.74,99
265,SONOMA,5.5,2446,37930.52,64
266,SONOMA,5.5,4243,36549.64,69
267,SONOMA,5.5,1253,44707.01,85
268,SONOMA,6,6327,75700.23,18
