,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135
871,1157,19899.9,21350,55485,2243,863,2766,9064.233,0.455491384,360,7050.24,3024,16880,498,108,581,1899.75,0.269458912,20,8129.47,1464,17410.8,385,38,461,3873.49,0.476475096,19,7393.32,2782,18044,643,107,694,2552.766,0.345280064,22,39216.51,9950,86592,2035,310,2983,22847.16,0.582590343,227,6324.1,4624,18854,391,143,664,2759.4,0.436330861,88,6721.14,5602,18474,734,216,828,3419.297,0.508737655,112,9880.8,2430,31460,1223,117,1488,2596.04,0.262735811,125,7362.56,1832,29776,697,64,1120,1971.26,0.267741112,100,4817.86,0,12816,338,0,444,2035.26,0.422440669,59,34373.22,14640,126040,5548,808,7193,16896.555,0.491561599,274,17107.23,6640,55532,2082,332,2623,7889.708,0.461191438,173,5621.06,3983,19971.6,413,120,620,1397.67,0.248648831,82,5229.37,121,18550,153,2,210,2468.38,0.472022442,18,2135.81,0,6620,211,0,258,880.62,0.412311957,23
872,1158,13449.54,18454,39214,1482,744,1987,6283.362,0.467180439,359,3067.78,2800,7348,201,100,248,1080.53,0.352218868,20,5598.63,3938,11722.8,265,101,315,2715.67,0.485059738,19,5856.64,2444,15418,494,94,593,2110.666,0.36038855,23,10124.44,6264,23106,539,214,798,5859.98,0.578795469,159,1537.48,4226,1460,84,135,45,732.23,0.47625335,23,3454.32,7466,10416,381,301,474,1748.973,0.506314702,110,5904.01,3028,16516,662,141,776,1892.87,0.320607519,120,5398.64,4594,17594,481,163,663,1741.64,0.322607175,98,3189.6,0,10140,223,0,348,1443.59,0.452592802,58,24075.13,14500,80644,3761,818,4655,12402.72,0.515167312,265,12421.51,7120,37788,1421,356,1790,6171.845,0.496867531,172,5097.29,4208,22123.1,367,145,702,1456.37,0.285714566,89,2191.02,0,9630,66,0,115,1081.02,0.493386642,15,1976.57,0,5648,180,0,221,914.17,0.462503225,23
873,1159,18664.5,20448,48094,2061,808,2423,8478.401,0.454252779,359,1380.98,0,4060,96,0,130,604.98,0.438080204,7,13516.16,11888,26850.8,596,282,697,6673.45,0.493738606,35,8764.14,4914,18356,739,189,706,3302.362,0.376803885,22,13188.6,6754,31086,694,225,1102,7671.49,0.581675841,158,-3.4,0,0,0,0,0,2.7,-0.794117647,0,4270.15,5610,12732,496,217,611,2132.703,0.499444516,91,7135.48,3200,18942,875,149,902,1861.98,0.260946706,114,6283.33,3196,21068,597,116,785,1612.64,0.256653717,93,15501.52,8160,42712,1042,274,1522,7254.083,0.467959465,139,31118.94,14176,96232,5141,777,5607,14946.94,0.480316489,300,18763.53,6464,53934,2246,322,2558,8860.509,0.472219726,176,224.52,728,0,18,27,0,58.89,0.262292892,8,3385.85,720,11016,153,12,169,1514.86,0.44740907,13,1522.97,0,5212,157,0,204,594.02,0.390040513,24
874,1160,13474.79,18498,35458,1428,761,1823,6446.774,0.478432243,369,831.5,160,1856,56,5,58,371.25,0.446482261,9,3442.5,2258,8760.8,164,60,240,1745.82,0.507137255,23,3821.78,4732,10218,327,182,393,1389.442,0.363558865,24,8211.76,3654,24000,454,168,927,4857.75,0.591560153,164,496.09,2060,0,39,89,0,231.79,0.467233768,13,3041.79,3758,9106,365,161,454,1611.634,0.52983079,88,4440.92,2648,12950,534,128,623,1309.12,0.294785765,102,-47.18,0,0,-3,0,0,-3.88,0.082238237,10,10468.63,5688,24682,711,190,888,4939.96,0.471882185,134,17898.86,7088,60028,2873,396,3618,9315.506,0.520452476,280,12253.37,1892,35348,1388,93,1680,6337.086,0.517170868,165,106.08,338,0,8,11,0,22.33,0.210501508,11,-29.07,0,0,-1,0,0,-7.21,0.248022016,2,2190.56,24,7192,206,1,281,978.21,0.446557045,25
875,1161,17012.59,34176,47913,1822,1430,2378,7841.51,0.460923939,370,7808.74,6076,15756,509,217,547,2581.73,0.330620561,19,9726.9,4428,25890.8,453,114,672,4666.41,0.479742775,25,8342.88,3458,18096,705,133,696,3074.254,0.36848834,22,15735.19,7862,39276,793,276,1438,9310,0.591667466,183,5123.83,6720,13202,289,209,462,2435.88,0.475402189,71,4432.74,6816,11754,465,273,532,2329.041,0.525417913,115,4543.81,5674,14390,539,265,675,1285.96,0.283013594,117,-47.79,70,0,-3,3,0,-7.04,0.147311153,8,6154.82,0,21108,440,0,858,2745.82,0.446125151,76,20639.56,18772,71208,3326,1045,4129,10202.578,0.494321487,260,12589.29,8860,40616,1438,443,1917,6258.505,0.497129306,172,5782.13,6319,16501.6,411,203,518,1619.13,0.280023106,79,3842.67,0,13180,120,0,158,1853.67,0.48239115,12,1562.91,0,5024,145,0,194,720.4,0.460935051,24
876,1162,18344.8,20242,44326,2051,862,2370,8501.446,0.463425385,391,980.68,352,2080,66,11,65,427.43,0.435850634,10,2937.62,2664,8562.8,142,71,233,1464.11,0.498400065,22,3373.56,5590,7696,284,215,296,1269.088,0.37618658,24,10825.54,2838,26430,617,115,1019,6324.35,0.584206423,143,418.63,1604,0,33,67,0,192.23,0.459188305,15,3055.49,4214,9506,365,180,471,1610.28,0.527012034,88,4958.1,2648,14906,609,123,703,1342.47,0.270762994,94,-25.16,56,0,-2,2,0,-7.76,0.308426073,7,7402.65,5166,18802,514,169,662,3422.503,0.46233484,114,18820.51,8068,63948,3158,456,3856,9499.733,0.504754281,271,11237.09,3636,35996,1341,179,1720,5544.279,0.493390994,173,172.09,676,0,14,24,0,41.84,0.243128596,10,-60.03,0,0,-2,0,0,0.97,-0.016158587,3,2206.13,0,6098,216,0,239,945.64,0.428642011,28
877,1163,10021.15,16830,27734,1050,659,1479,4717.351,0.470739486,315,3895.92,3948,8108,255,141,275,1379.91,0.354193618,17,3125.03,4162,8080,147,107,208,1477.14,0.472680262,15,4941.83,4862,11388,410,187,438,1848.392,0.374029863,24,13726.58,6016,31734,729,209,1131,8046.06,0.586166401,168,1963.26,4496,1852,104,145,57,938.16,0.477858256,26,2712.22,5280,9306,292,214,440,1433.898,0.528680564,102,5246.71,3274,14416,616,151,679,1547.46,0.294939114,98,-44.19,92,0,-5,3,0,-7.94,0.17967866,10,2360.86,0,9084,160,0,324,1134.81,0.480676533,55,20349.75,11660,65004,3308,636,3778,10130.039,0.49779673,275,10741.51,5900,30922,1246,295,1458,5321.009,0.495368808,170,9531.54,6814.5,37246.7,733,235,1207,2273.29,0.238501858,111,2745.84,0,8140,82,0,99,1396.35,0.508532908,14,1324.59,0,3620,122,0,143,620.79,0.468665776,24
878,1164,14820.79,19202,37673,1611,759,1962,7111.05,0.479802359,354,6587.64,3864,13732,431,138,467,2331.15,0.353867242,17,8178.53,3732,28370.8,385,96,733,3911.25,0.478233864,28,8117.83,3744,17914,645,144,689,3288.008,0.405035336,25,16461.16,7228,42174,837,220,1501,9728.63,0.59100513,160,1208.56,5296,1662,64,165,53,588.06,0.486579069,25,4688.45,5206,13924,503,210,666,2580.085,0.550306605,105,9781.13,3746,25680,1116,175,1221,3166.35,0.323720265,111,7706.06,4226,30030,709,148,1114,2256.77,0.292856531,92,3621.39,0,10872,257,0,384,1533.8,0.423539028,54,24514.18,11216,80812,3830,615,4740,12775.497,0.52114723,285,14774.1,5360,40850,1699,268,1934,7478.866,0.506214659,172,15126.78,13832.5,71308,1194,479,2369,3759.57,0.248537362,119,2743.57,0,8810,86,0,104,1305.56,0.475861742,14,1424.96,0,4170,135,0,162,621.71,0.436299966,24
879,1165,15289.64,23214,40307,1503,972,1953,7420.875,0.485353154,353,5248.9,2968,13868,348,106,475,1746.15,0.332669702,18,5283.6,2766,11022.8,261,71,291,2347.26,0.444253918,19,5678.41,3770,12844,471,145,494,2125.68,0.374344227,22,12377.29,8560,27222,604,288,936,7375.73,0.595908313,160,3698.21,6734,11756,218,210,421,1677.86,0.453695166,69,5535.37,6302,12646,562,250,568,2997.953,0.541599387,116,5871.45,3904,17720,686,183,811,1634.61,0.278399714,120,-5.98,60,0,0,2,0,-1.88,0.314381271,3,4315.03,0,9240,286,0,330,1951.04,0.452149811,54,19150.63,17732,71404,2926,982,4103,9930.496,0.518546701,266,11529.91,7020,37242,1313,351,1771,5819.295,0.50471296,173,2733.1,4395.5,9633.5,193,142,297,722.47,0.264340858,70,2009.78,0,8070,61,0,97,1033.53,0.514250316,16,1235.66,0,3942,119,0,154,525.46,0.425246427,26
880,1166,13641.52,18242,34986,1468,772,1823,6328.184,0.463891414,327,5534.98,2156,13232,362,77,452,1828.72,0.330393244,16,4856.48,3048,10318,232,78,267,2220.08,0.45713768,14,5992.45,4264,12714,497,164,489,2234.992,0.372967985,22,30920.7,15726,62250,1555,517,2138,18247.53,0.590139615,231,4667.41,4534,14716,281,141,519,2073.71,0.444295659,81,5071.94,5330,13656,547,209,605,2574.392,0.507575405,108,4843.87,2904,16374,589,135,784,1475.03,0.304514778,109,-69.98,34,0,-5,1,0,-3.98,0.056873392,12,3727.04,0,10140,255,0,348,1629.153,0.437117122,59,25245.34,16728,84696,4031,932,4848,12613.473,0.499635695,265,11197.62,7280,35728,1309,364,1685,5448.326,0.486561073,172,2056.78,4527,6267,146,148,173,541.41,0.263231848,50,3198.76,0,13340,97,0,154,1642.12,0.513361428,19,1081.98,0,3530,108,0,139,450.18,0.416070537,25
881,1167,10684.51,19454,26635,1076,781,1374,5370.17,0.502612661,346,5418.75,4732,10140,345,169,355,2027.02,0.374075202,20,8264.08,3180,21066.8,381,82,548,4055.82,0.490776953,25,5072.25,4030,11570,401,155,445,2068.64,0.407834787,24,13942.73,4632,27078,695,148,954,8277.59,0.593685024,160,1427.86,4578,1196,77,148,37,685.76,0.480271175,25,4309.11,5436,9254,448,215,437,2379.527,0.552208461,102,4929.59,3508,13190,552,159,628,1639.45,0.332573297,103,-5.6,34,0,0,1,0,0.15,-0.026785714,2,2591.57,0,8628,176,0,312,1192.84,0.460276975,55,18133.19,8440,51808,2736,450,3042,9830.957,0.542152649,274,9193.98,3340,27700,1016,167,1313,4842.921,0.526749134,171,8796.78,5178,30352.3,646,180,1004,2354.17,0.267617242,108,1618.43,720,6720,49,12,75,845.33,0.522314836,15,1395.95,0,3756,120,0,148,691.15,0.495110856,23
882,1168,21257.64,22514,61342,2405,891,3137,9568.469,0.450119063,360,7406.99,3108,18364,490,111,639,2306.24,0.311359945,17,8235.76,2702,18235.6,387,69,488,4038.7,0.49038583,22,7498.32,2990,19500,631,115,750,2745.338,0.366127079,26,30240.83,6460,76242,1564,208,2604,17484.54,0.578176591,230,6404.67,4540,18960,398,139,670,2640.27,0.41224138,85,7160.84,7178,24232,833,282,1101,3445.388,0.481142994,132,9435.98,3814,28554,1118,177,1357,2803.53,0.297110634,125,9589.74,2044,33028,878,71,1229,2693.44,0.280866843,102,4692.75,96,13200,310,3,450,1992.943,0.424685526,61,37460.83,18208,152240,6080,1017,8713,18437.045,0.49216862,283,19672.87,6440,65238,2326,322,3079,9443.987,0.480051309,172,6199.36,4092.5,19840.1,456,124,633,1647.36,0.265730656,85,6475.66,-56,30390,194,-1,342,3044.05,0.470075637,22,2215.78,0,6428,229,0,252,884.83,0.399331161,27
883,1169,18387.23,21516,48875,1949,907,2389,8576.91,0.466460147,358,6265.24,6832,11752,417,244,407,1917,0.305973913,19,5816.89,3306,11740.8,281,85,315,2753,0.473276957,19,7391.61,3042,17186,627,117,661,2680.202,0.36260057,22,16621.81,8090,32730,841,265,1138,9789.96,0.588982788,168,3484.57,5300,12066,207,167,441,1556.82,0.446775355,71,5356.25,7226,13112,547,284,589,2891.475,0.539831972,116,7163.2,2906,22604,842,136,1067,2082.46,0.29071644,127,7145.36,4414,22474,644,152,837,2157.46,0.301938601,94,4016.42,0,9480,268,0,336,1788.12,0.445202444,60,26727.51,18128,92028,4131,1002,5305,13503.617,0.505232886,271,14864.83,8780,49118,1719,439,2332,7269.85,0.489063783,181,3473.13,5059.5,12005.5,261,161,370,927.81,0.267139439,75,3405.94,0,10900,103,0,128,1663.94,0.488540608,16,1633.41,0,5008,162,0,194,662.51,0.405599329,24
884,1171,16710.89,31160,45852,1783,1392,2358,7744.738,0.46345455,410,1841.37,796,9168,134,25,321,473.37,0.257074895,15,10372.49,4342,26170.8,485,115,677,4886.26,0.471078786,33,7663.94,2600,17576,645,100,676,2884.684,0.376396997,25,10878.82,3980,34254,571,167,1335,6305.84,0.579643748,175,457.46,1762,136,29,72,6,231.76,0.50662353,13,2447.5,6068,9658,278,255,468,1268.266,0.518188355,92,5618.24,3434,17050,658,161,818,1711.64,0.304657686,108,4728.51,5098,18376,414,183,685,1391.71,0.294323159,89,4500.81,6990,19760,313,231,772,2079.103,0.46193974,126,15555.02,15764,57620,2528,891,3453,7824.984,0.503052005,280,6284.18,3960,31502,741,198,1499,3071.811,0.48881652,165,6528.66,8019,30575.7,525,279,1018,1561.92,0.239240518,91,2270.81,0,7008,112,0,119,1018.82,0.448659289,11,1398.16,0,4626,146,0,183,556.65,0.3981304,23
885,1172,14703.03,16560,33231,1394,652,1600,7497.096,0.509901428,354,1333.72,0,3584,88,0,112,615.73,0.461663618,6,6233.87,11504,9470.8,270,282,253,3191.35,0.511937208,27,5527.42,4966,10296,429,191,396,2367.37,0.428295661,21,8398.94,5628,24054,396,183,826,5003.88,0.595775181,156,0,0,0,0,0,0,0,0,0,2417.05,4060,9596,253,162,442,1319.805,0.546039594,91,4693.14,3190,12902,510,153,595,1562.89,0.333015849,108,-16.88,26,0,-2,1,0,-0.88,0.052132701,5,12332.95,6080,32508,775,200,1163,6305.496,0.511272323,139,17203.17,11880,54156,2583,656,3089,8901.741,0.517447715,270,10630.96,4940,28850,1188,247,1372,5410.596,0.508947075,173,197.83,776,0,17,29,0,54.83,0.277157155,8,3389.25,720,10092,128,12,150,1725.87,0.509218854,12,1520.19,0,4658,149,0,183,640.29,0.421190772,23
886,1173,26699.14,25690,75681.2,3175,1179,4089,12070.313,0.45208621,408,2577.87,636,8076,182,20,271,886.37,0.34383813,17,7494.28,3784,13773.6,350,100,371,3716.53,0.495915552,29,9368.28,3042,22438,775,117,863,3575.392,0.381648712,25,13595.4,4162,37002,743,163,1335,7810.41,0.574489165,163,416.44,2558,132,35,111,6,162.59,0.390428393,18,4936.62,6986,14302,562,305,707,2675.215,0.54191228,92,8879.05,4084,28112,1063,188,1326,2529.7,0.284906606,123,7504.86,7218,26154,694,250,978,1935.59,0.25791154,96,12786.36,11044,35242,877,359,1262,6012.938,0.470261904,142,26980.22,20120,88116,4441,1175,5282,13643.019,0.505667448,296,12990.28,5680,47086,1517,284,2247,6520.976,0.501988872,170,5319.25,5123,21951.5,429,175,719,1272.11,0.239152136,82,1936.21,0,6828,105,0,118,809.46,0.418064156,13,1760.87,0,5112,176,0,201,738.87,0.419605082,23
887,1174,16231.9,21904,39027,1662,941,1945,7790.199,0.479931431,367,3809.16,4760,8484,260,170,287,1232.41,0.323538523,24,3107.81,4680,8056.8,152,120,216,1409.97,0.453686036,19,4239.02,5382,8736,362,207,336,1502.934,0.354547513,24,19044.83,8062,34728,930,263,1161,11134.21,0.58463163,160,5624.79,4412,17222,331,142,605,2569.34,0.456788609,90,5552.82,5406,14100,592,216,625,2827.066,0.509122572,114,7933.6,4702,23004,934,222,1058,2126.71,0.268063679,131,7161.31,7066,26262,657,248,946,1994.02,0.278443469,102,2449.15,0,10356,185,0,360,1010.763,0.412699508,59,24220.86,21772,82912,3867,1219,4742,12014.26,0.496029456,269,13025.55,6900,41674,1540,345,1970,6105.838,0.468758555,172,3268.85,4824.5,12867.5,225,160,393,929.45,0.28433547,75,2435.69,540,12370,78,6,145,1203.66,0.494176188,21,1998.09,0,5492,198,0,215,835.99,0.418394567,26
888,1175,12126.94,20904,30968,1261,840,1530,5728.094,0.472344549,357,1914.88,1904,5672,126,68,196,640.87,0.334678935,18,3266.8,4430,7564.8,166,114,204,1466.3,0.448849027,20,4354.33,4576,9724,356,176,374,1673.762,0.384390251,26,7013.09,6236,23034,369,230,816,4136.49,0.589824172,172,715.38,4014,1224,44,130,38,296.93,0.415066119,24,2790.44,6450,9870,312,262,451,1443.973,0.517471438,107,4130.69,3638,13548,495,172,627,1105.89,0.267725247,115,-102.39,30,0,-8,1,0,-33.04,0.322687762,10,2590.58,0,10140,183,0,348,1147.98,0.443136286,58,15514.87,13108,56656,2484,716,3275,7659.647,0.493697143,276,8010.34,6740,27996,953,337,1323,3701.304,0.46206578,172,4412.49,5066.5,18341.3,348,173,581,950.4,0.21538859,90,2524.18,0,9860,78,0,121,1227.18,0.486169766,15,1119.88,0,3584,115,0,141,448.73,0.400694717,24
889,1176,13831.04,14222,33624,1599,610,1854,6378.156,0.461147969,324,2108.53,308,7792,158,10,262,685.28,0.325003676,15,6585.99,3488,11106,308,89,287,3070.44,0.466207814,15,6783.21,1794,16796,564,69,646,2558.388,0.377164794,25,19645.82,2238,46536,1055,91,1681,11728.91,0.597018093,169,131.4,750,416,11,32,19,71.4,0.543378995,13,4694.13,2570,12586,517,108,620,2686.721,0.572357604,90,5610.4,2476,16490,675,120,798,1716.2,0.305896193,97,-23.73,0,0,-2,0,0,-6.73,0.283607248,2,6527.79,7142,16550,469,235,592,3158.002,0.483778124,110,20934.86,6636,70540,3369,381,4185,10942.906,0.522712165,282,9747.72,2260,33152,1105,113,1582,5131.025,0.526382067,166,5807.5,4392,18596.5,451,153,623,1534.01,0.264142919,77,2107.97,0,6708,101,0,116,1006.97,0.477696552,12,1304.33,0,3612,128,0,143,569.48,0.4366073,23
890,1177,15133.67,20550,38376,1687,898,2141,7129.839,0.471124255,357,2910.23,516,8372,201,17,280,1073.48,0.368864317,17,5715.32,3942,9834,263,102,253,2726.86,0.477114142,17,7613.59,3666,14820,600,141,570,3120.964,0.409920156,24,10040.65,2706,26490,517,105,971,5876.43,0.585263902,152,314.83,1248,396,22,55,18,164.43,0.522281866,13,3463.94,4548,10192,370,195,499,1950.143,0.562984059,92,3985.71,1794,13112,472,84,633,1211.75,0.304023624,93,10.87,30,0,1,1,0,2.47,0.227230911,4,7883.86,6160,18440,504,204,651,3956.018,0.501786942,115,19904.71,9936,64832,3071,564,3880,10772.846,0.541220947,279,11219.45,4200,35252,1251,210,1682,5987.262,0.533650223,165,5362.56,5599,19541,398,200,624,1515.3,0.282570265,76,1953.73,0,6048,95,0,105,911.23,0.466405286,12,1410.91,0,3660,131,0,145,666.76,0.472574438,24
891,1178,11831.05,20470,31486,1248,801,1589,5553.355,0.469388178,351,3654.68,3808,7744,234,136,270,1245.93,0.340913568,18,6114.71,4572,10842.8,287,118,289,2942.45,0.48120843,20,4540.15,6084,10010,393,234,385,1582.454,0.348546634,24,20356.05,5614,39300,977,184,1339,12279.13,0.603217717,173,8221.88,4656,17548,463,145,623,3790.53,0.461029594,83,5062.6,5588,14206,535,224,629,2586.373,0.510878402,115,6590.37,3458,18972,779,168,888,1907.89,0.289496644,128,7377.66,2346,26238,669,83,960,2094.85,0.283945045,102,2750.67,0,10140,179,0,348,1245.52,0.452806044,59,25298.73,13772,92184,4006,752,5280,12580.359,0.497272353,282,11471.13,6220,39048,1327,311,1849,5607.09,0.488800144,172,4175.71,4644.5,17819.6,318,150,561,1027.26,0.246008463,85,2626.86,0,14510,80,0,171,1353.7,0.51533009,18,1550.68,0,4152,139,0,162,726.63,0.468587974,24
892,1179,10741.75,16066,28300,1139,685,1486,5269.168,0.490531617,329,2568.9,272,8404,171,9,278,1125.15,0.437989023,15,3995.62,4238,9528,183,109,246,1934.1,0.48405504,14,5435.91,5044,11492,416,194,442,2324.452,0.427610464,26,10961.69,3618,28500,572,150,1014,6563.69,0.598784494,160,303.09,1382,0,22,57,0,147.39,0.486291201,13,3558.39,3882,10094,395,167,495,1999.869,0.562015125,92,5201.73,2102,14222,574,96,691,1899.18,0.365105455,92,-31.64,0,0,-1,0,0,-23.64,0.747155499,3,4536.76,6278,15070,312,213,525,2285.444,0.503761275,110,19195.72,10096,58504,2945,577,3454,10312.829,0.537246272,281,8691.77,2520,28544,958,126,1359,4660.417,0.536187336,168,9408.49,5393.5,45373.2,726,194,1499,2483.6,0.263974347,100,1794.28,0,6108,78,0,106,945.78,0.527108367,12,1037.9,0,3588,94,0,141,482.7,0.465073707,24
893,1180,15391.24,21604,42051,1671,930,2203,7248.069,0.470921706,373,2373.65,64,11196,164,2,381,929.42,0.391557306,14,9071.77,5304,24034.8,431,137,628,4418.91,0.487105603,34,8747.62,4576,17888,673,176,688,3704.082,0.423438833,25,23706.49,2930,56034,1270,119,2044,14032.2,0.59191386,169,331.78,1584,302,21,69,14,211.68,0.638013141,21,5942.94,2548,17776,684,104,870,3303.645,0.555894052,89,7980.62,4196,25814,912,195,1200,2495.46,0.312689992,110,7274.11,6584,27738,662,233,1037,2177.27,0.299317717,98,9066.95,7336,21116.8,631,244,767,4458.668,0.491749486,110,26755.84,16244,84568,4190,933,4965,14119.435,0.527714136,296,13450.48,3540,48606,1521,177,2304,6950.706,0.516762673,162,5392.73,5575,20076.9,397,203,651,1515.25,0.280980134,77,2413.09,0,7836,115,0,136,1168.1,0.484068145,13,949.78,0,3682,93,0,144,387.03,0.407494367,25
894,1181,16291.9,21414,41211,1881,933,2174,7164.683,0.43976964,389,2220.3,92,8088,157,3,271,826.05,0.372044318,14,9938.18,2964,25038.8,463,76,653,4838.73,0.48688291,28,5770.57,3458,14716,493,133,566,2065.784,0.357986126,25,16766.86,2610,39336,875,107,1425,9959.9,0.594022972,176,537.19,1236,368,43,50,17,226.69,0.421992219,13,4733.22,3974,13984,582,178,686,2464.776,0.520739792,93,5658.48,3604,15624,670,168,740,1638.98,0.289650224,109,-211.22,0,0,-14,0,0,-87.92,0.416248461,15,9963.65,8034,21268,694,261,764,4852.564,0.487026742,109,23548.49,11324,79564,3915,657,4652,11597.65,0.492500793,296,11200.67,2800,33500,1359,140,1604,5456.002,0.487113896,164,4839.81,3811,19436.8,381,132,621,1119.95,0.231403712,78,3219.56,0,9132,154,0,158,1557.56,0.483780392,12,1389.97,0,4516,134,0,176,591.47,0.42552717,24
895,1182,23831,25664,63706,2628,1055,3095,10433.616,0.437816961,364,6297.16,8344,10304,423,298,354,1940.17,0.308102383,22,5352.08,4120,13195.6,262,106,351,2426.36,0.453348978,21,4715.02,5590,11206,433,215,431,1459.978,0.309644074,23,31230.55,11700,73560,1594,383,2527,18049.78,0.577952678,230,5454.91,5058,19756,343,157,679,2239.65,0.41057506,88,7652.05,9806,26878,861,392,1228,3726.856,0.487040205,135,10028.58,4190,32426,1262,204,1533,2492.79,0.248568591,127,8497.35,3702,36748,804,127,1329,2137.56,0.251556073,102,3304.2,0,11424,241,0,390,1351.06,0.408891714,61,39299,30332,144208,6572,1677,8333,18721.459,0.476385124,280,16812.64,11180,56872,2065,559,2673,7507.634,0.446547003,175,5597.85,4549,21808.7,418,146,666,1152.98,0.205968363,83,3778.46,0,18525,124,0,228,1666.85,0.441145334,24,2374.73,0,8268,257,0,326,895.08,0.376918639,26
896,1183,9774.3,21070,33674,1051,857,1777,4689.846,0.479814002,353,5974.02,4956,11128,374,177,392,2050.26,0.343196039,20,6936.82,4668,14738.8,336,120,391,3255.15,0.469256806,20,6300.32,3718,15470,487,143,595,2636.108,0.418408589,25,30588.32,15526,75432,1548,505,2762,18273.48,0.597400576,231,2103.86,5062,5324,112,166,173,1031.21,0.490151436,44,4131.25,5894,12824,430,243,610,2289.956,0.554300998,105,9036.44,3156,26842,1043,143,1285,2960.59,0.327627915,109,6532.01,5414,31070,587,187,1135,1965.48,0.300899723,96,2561.4,0,12384,190,0,432,1200.06,0.468517217,55,24076.78,13900,72148,3702,767,4261,12880.382,0.534971122,290,11060.72,4760,32870,1234,238,1544,5694.339,0.514825346,170,12046.62,7717,56638.3,933,266,1878,3235.6,0.268589862,128,1770.33,0,7680,59,0,93,934.33,0.527771658,15,1316.03,0,4098,122,0,161,595.24,0.45229972,23
897,1184,15714.92,24434,40786,1770,1095,2190,7413.531,0.471751113,377,1496.03,312,5224,111,10,175,499.28,0.333736623,15,8253.03,3584,25836.8,383,93,673,4077.56,0.494068239,31,9337.99,3016,21164,733,116,814,3860.5,0.413418734,25,19542.78,2752,44868,1030,112,1631,11621.37,0.594663093,161,443.1,1298,574,29,53,26,229.9,0.518844505,13,5462.58,3856,17168,628,168,843,2967.706,0.543279183,94,8880.39,3668,24314,1031,165,1159,2711.43,0.305327807,109,6961.98,6658,30158,620,231,1101,2104.48,0.302281822,95,9726.46,8338,22550,672,267,813,4793.811,0.492862871,110,29405.47,12660,87996,4586,719,5218,15580.484,0.529849854,281,13465.98,2580,43324,1498,129,2055,7107.511,0.527812384,165,7655.99,5491,26157.3,602,188,859,1896.1,0.247662288,80,2317.23,0,7008,108,0,121,1173.23,0.506307099,13,1596.77,0,4844,155,0,189,690.47,0.432416691,27
898,1185,15355.29,18628,46176,1701,778,2273,6980.245,0.454582427,359,4161.05,3780,8376,279,135,292,1252.3,0.300957691,19,4443.51,4042,9664.8,211,104,258,2131.04,0.479584833,20,5927.28,2860,14326,516,110,551,2053.936,0.34652252,22,19396.22,6200,49068,996,207,1691,11194.44,0.577145444,224,4872.07,4270,13712,324,134,486,1963.52,0.403015556,76,4572.25,6998,13728,501,278,610,2255.074,0.493208814,115,6038.72,3768,17224,756,178,807,1473.63,0.244030192,124,5584.21,1630,21242,540,57,782,1401.79,0.251027451,97,3019.28,0,10476,211,0,360,1262.19,0.418043375,59,26619.68,15740,104168,4469,871,5923,12602.96,0.47344521,275,13968.27,7200,46084,1736,360,2176,6344.793,0.454228978,173,3757.43,4828.5,12602,285,154,398,884.68,0.235448165,74,3828.11,0,17725,132,0,221,1736.58,0.453639002,26,1189.79,0,4400,127,0,173,448.79,0.377201019,25
899,1186,21990.68,28408,48438,2472,1217,2401,9950.843,0.452502742,348,2040.74,512,5784,147,16,185,831.48,0.407440438,14,17511.48,16914,23576.8,788,413,621,8558.45,0.488733676,36,11227.09,8632,19110,967,332,735,4086.35,0.363972321,22,17026.99,11912,67632,958,469,2566,9630.07,0.56557677,232,-3.53,0,0,1,0,0,-3.53,1,0,1940.95,8062,6304,224,354,310,961.946,0.49560576,64,10327.61,5226,31438,1251,234,1474,2707.93,0.262202969,111,8956.69,12838,34902,830,448,1264,2269.55,0.253391599,96,33109.14,29408,85442,2373,960,3038,14586.962,0.44057206,138,24773.52,19464,75788,4055,1129,4494,12279.287,0.495661779,278,14542.49,6628,43812,1705,331,2064,7170.849,0.493096368,168,197.72,998,0,17,36,0,53.09,0.268511026,9,3903.36,0,11172,195,0,198,1802.36,0.461745778,11,1585.55,0,4664,160,0,184,654.35,0.41269591,23
