Store,APT 9,,,,,,,,,CHAPS,,,,,,,,,CROFT & BARROW,,,,,,,,,GLORIA VANDERBILT,,,,,,,,,JENNIFER LOPEZ,,,,,,,,,LEE,,,,,,,,,SONOMA,,,,,,,,,TEKGEAR,,,,,,,,
,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH
1185,20733.8,24962.06667,57030,1229,592,1297,7828.358,0.377565039,115.8333333,9516.52,14377.08333,26289,379,265.3333333,401,2241.37,0.23552412,49.16666667,45564.2,52883.96167,105952,3501,1541.833333,3097,18072.82,0.396645173,221.8333333,8281.67,10283.35667,18970.62,380,243.3333333,438,2745.7,0.331539412,33.83333333,6965.11,11710.33333,22142,291,214.6666667,391,3553.096,0.510127765,42.33333333,4647.34,6994.388333,7873.21,215,174,179,728.84,0.156829498,21.66666667,27251.29,26864.52167,63948,2132,818.5,1838,10447.581,0.383379319,126.5,10511.52,11174.4,29610,889,366,911,4682.861,0.445497987,65.66666667
1186,23734.18,50897.36667,83210,1574,1222.333333,1910,7523.115,0.316973875,141.5,9361.37,20863.5,27843,406,374.3333333,439,1648.54,0.176100293,49.66666667,34151.08,63669.22333,121540,2880,1982,3631,11924.095,0.349157186,205.6666667,8292.56,9219.573333,16800.57,434,248.8333333,385,1823.27,0.219868171,36.16666667,10589.72,36107.6,50532,585,661.1666667,890,3645.257,0.344226004,64.83333333,2360.32,3707.268333,5466.17,107,90.5,118,457.07,0.193647472,12.66666667,31893.83,42991.7,87254.8,2865,1425.666667,2768,10466.41,0.328164099,138.6666667,9390.05,14315.06667,30324,865,508.3333333,949,3959.513,0.421671131,70.66666667
1187,14890.23,26672.16667,41558,1053,714.5,982,4117.698,0.276536897,124,13957.47,23661.75,38611,600,456,637,2518.49,0.180440295,60,33570.91,43582.44,87700,2734,1371,2600,12594.753,0.37516865,205,6149.11,8459.943333,11681.93,326,224.3333333,263,1292.15,0.210136101,36.83333333,10416.42,19951.16667,30566,503,389,556,4378.301,0.420326849,61.5,2831.12,4418.093333,6222.17,116,107.6666667,133,833.87,0.294537144,15.33333333,18515.18,25337.95667,52954,1714,890.5,1716,5595.76,0.302225525,123.6666667,10499.55,14755.2,37404,835,503.8333333,1213,5086.804,0.484478287,77.5
1188,13084.65,18200.7,31802,839,460.3333333,747,4426.066,0.338263996,86,12692.05,19993.33333,25334,574,390.1666667,402,1788.18,0.14088977,50.5,32099.45,31384.385,76360,2495,992.5,2474,13661.358,0.425594769,146.3333333,8958.61,7297.77,16230.69,400,189.3333333,373,3224.12,0.359890653,30.66666667,6920.73,9279.933333,17374,320,183.6666667,308,3133.878,0.452824774,32.16666667,1441.01,1983.518333,4849.4,70,51.5,103,284.01,0.197090929,7.166666667,21675.63,22156.35167,50836,1939,723,1647,7632.826,0.3521386,106,7797.49,9153.566667,17624,703,314.1666667,569,3358.914,0.430768619,59.83333333
1189,14162.08,13332.3,34374,810,314.6666667,788,5596.14,0.395149583,74.33333333,14290.01,15778.2,30365,548,278.3333333,469,3805.23,0.266286028,49.66666667,37076.76,37040.33833,86808,2620,1049.333333,2459,16182.827,0.436468208,163.6666667,8181.26,7686.501667,15866.3,364,184.3333333,370,3011.02,0.368038664,28.83333333,6353.46,7291.2,15870,264,131.8333333,278,3159.14,0.49723143,27.5,2238.8,2661.761667,3014.33,133,71.83333333,67,-220.19,-0.098351796,8.666666667,23779.17,19737.165,54098,1826,618.8333333,1620,9777.344,0.411172636,99,11479.09,9919.3,31650,946,328.8333333,1000,5395.664,0.470042834,60
1190,20828.81,26200.86667,56498,1297,665.8333333,1282,7019.824,0.337024727,123.5,18179.86,25044.58333,39089,755,475.6666667,593,3748.28,0.206177605,68,56784.72,53029.09,126892,4228,1586.833333,3644,22423.915,0.394893468,221.5,10559.87,11274.315,23235.65,473,269.3333333,535,3587.12,0.339693576,35.83333333,6761.87,12305.13333,21722,286,223.6666667,383,3331.452,0.492682054,43.66666667,8584.75,9311.731667,14285.74,350,229.5,326,2016,0.234835027,23.83333333,31870.57,27272.48,75044,2411,869.3333333,2186,12871.266,0.403860552,125.8333333,10254.18,10151.26667,27630,873,339,860,4549.083,0.44363206,70.83333333
1191,11184.33,15131.56667,29732,743,413.8333333,686,3426.556,0.306371146,79.66666667,8236.7,13497.58333,18616,358,272.1666667,296,1453.37,0.17645052,42.66666667,21818.66,26872.52667,56922,1614,848.8333333,1748,9395.626,0.430623421,146.6666667,5651.98,8300.761667,10088.12,321,225.5,230,976.99,0.172858007,32.33333333,5333.29,8312.433333,13680,269,166.3333333,240,2120.195,0.397539793,32.66666667,1623.11,2068.723333,4674.35,110,67,100,-312.89,-0.192771901,8,14325.41,18787.83333,33532,1441,696.1666667,1084,3824.893,0.267000595,107.6666667,5397.04,6864.5,16300,458,252.5,528,2462.586,0.456284556,54.83333333
1192,11119.34,13978.9,28646,698,356.8333333,667,3692.919,0.332116744,76.66666667,9374.35,21012.43333,27327,419,379.1666667,423,1382.98,0.147528095,54.83333333,29262.31,35805.33167,70504,2205,1046.333333,2005,11254.569,0.384609725,165.6666667,5987.89,7753.153333,12908.99,292,192.1666667,301,1808.91,0.302094728,29.33333333,3738.35,8121.466667,15070,198,155.6666667,263,1428.363,0.382083807,33.33333333,1983.17,2560.506667,2879.36,127,68.33333333,64,-323.08,-0.162910895,8.166666667,13899.3,16961.83333,32990,1235,554.1666667,951,4478.321,0.322197593,100.6666667,9779.28,10680.5,30450,844,367.1666667,977,4416.957,0.451664846,66.5
1193,13782.14,15420.66667,31278,829,395.5,726,5106.139,0.370489561,81.66666667,10704.44,14635.08333,23908,422,288.3333333,384,2719.83,0.254084287,43.66666667,25653.2,25616.695,63588,1952,818,1972,10765.259,0.419645853,139.3333333,6993.8,7234.885,12766.49,352,202,293,1834.04,0.262237982,33.5,6492.92,8312.7,14598,303,166.1666667,257,2905.515,0.447489727,32.83333333,1196.02,2729.918333,4629.36,90,86.83333333,99,-416.98,-0.348639655,9.833333333,18386.84,18237.63333,38330,1632,666.8333333,1239,6323.164,0.343896178,102,7349.56,8425.4,18696,654,303.1666667,612,3245.559,0.441599089,61.16666667
1194,14624.58,16026.2,36972,857,416.3333333,832,5498.149,0.375952609,79,15410.67,18626.33333,33312,666,372.3333333,528,2828.99,0.183573459,54,35755.61,38000.35833,80712,2631,1104.5,2445,14877.248,0.416081504,167.8333333,6600.65,7355.115,12868.47,302,184.5,295,2297.16,0.348020271,30.16666667,4415.56,8534.066667,15996,208,167.1666667,281,1970.903,0.44635403,32,2740.53,2927.61,4089.48,156,76.33333333,87,-168.22,-0.061382287,9.666666667,23553.16,22667.15833,53288,1854,739.3333333,1645,9260.963,0.393194077,107.8333333,7572.51,8039.566667,18258,624,264.5,573,3544.052,0.468015493,60.83333333
1195,16092.66,21877.46667,45536,970,537.6666667,1045,5877.665,0.365238873,87.16666667,9825.22,16479.81667,30478,456,313.3333333,482,1257.97,0.128034792,51.83333333,38875.8,53248.2,115536,3235,1691.166667,3370,13849.228,0.356242907,190.3333333,9482.29,11890.02667,21814.48,439,299,501,3267.55,0.344595029,33.16666667,5538.57,10861.3,28378,245,195.3333333,491,2618.677,0.472807421,30.5,3259.95,3839.426667,8667.57,166,103.6666667,186,166.94,0.051209374,10.5,19377.17,28563.3,52984,1630,894.1666667,1614,6929.817,0.35762792,115.6666667,7276.43,13233.7,25394,638,446,790,3128.408,0.429937208,68
1196,11750.98,16038.43333,33978,711,376.3333333,780,4244.795,0.361229021,74.33333333,15239.61,15073.53333,37829,587,277.8333333,589,3938.09,0.258411469,50.66666667,39840.77,34146.93,88286,2875,982.1666667,2617,16685.066,0.418793763,150.5,8571.97,7674.368333,15590.36,364,181.6666667,364,3397.47,0.396346464,28.5,5308.19,6985.866667,15524,219,127,271,2724.063,0.513181141,31.33333333,3506.25,2861.586667,4813.93,171,75.33333333,107,289.25,0.082495544,8.833333333,22384.59,17939.995,56856,1719,573,1727,9219.392,0.41186334,91,8492.83,7417.166667,22544,699,241,718,3983.571,0.46905107,58.16666667
1197,23911.97,29112.53333,64428,1383,725.3333333,1461,9230.966,0.386039544,121.1666667,14863.78,30340.81667,41255,748,605.1666667,635,627.24,0.042199225,69.16666667,46396.29,57172.4,116958,3583,1751.666667,3241,16975.817,0.36588738,234,7899.08,10388.775,18235.77,368,258.8333333,423,2594.18,0.328415461,35,7534.63,13258.76667,23256,317,249.5,411,3824.4,0.507576351,47.5,5577.2,7882.953333,7130.4,222,194.3333333,160,1544.45,0.276922111,21.33333333,26998.27,35288.56667,75918,2222,1089.166667,2219,9423.09,0.349025697,130.5,8625.48,18920.1,37138,655,554.1666667,1052,3904.303,0.452647621,85.66666667
1198,13469.19,15552.9,32746,839,382.6666667,753,4558.837,0.33846408,79.66666667,12575.55,16648.66667,26159,493,301.1666667,399,2970.04,0.236175754,51.5,39221.51,35452.1,84330,2682,987.5,2405,17586.685,0.448393879,159.1666667,9627.79,7291.236667,18067.78,431,172.1666667,422,3570.3,0.370832766,31.16666667,5249.56,7012.266667,14502,238,129.6666667,254,2373.391,0.452112368,29.5,2115.46,2268.396667,2879.36,123,60.33333333,64,-187.04,-0.088415758,6.833333333,19651.14,16134.1,42628,1549,512.5,1263,7959.968,0.40506393,96.33333333,8695.39,8655.966667,23962,700,285.1666667,748,4122.464,0.474097654,63.5
1199,11441.7,14459.73333,31738,701,360.3333333,733,4078.553,0.3564639,79.66666667,12115.82,15985.9,26744,505,316.8333333,408,2469.01,0.203783978,49.83333333,37253,41029.33833,92018,2728,1158.166667,2627,15290.357,0.410446326,170.1666667,7867.01,7391.685,14315.65,351,173.6666667,335,2840.76,0.3610978,27.5,4015.98,6637.333333,13988,171,123.8333333,245,1914.254,0.476659246,30.16666667,1561.64,2212.613333,2249.5,99,67.83333333,50,-299.1,-0.191529418,9,17559.21,18058.00667,40246,1419,595.3333333,1190,6476.582,0.368842448,98.66666667,10591.73,6539.066667,24878,872,219.8333333,776,4894.097,0.462067764,54.83333333
1200,12107.02,17246.63333,29012,819,437.1666667,684,3688.691,0.304673735,85,8820.96,15685.76667,22279,392,290.3333333,357,1487.39,0.168619969,44,24078.74,36883.435,63876,2099,1174.166667,1949,8380.215,0.348033784,174,5618.57,8694.123333,10960,307,209,249,1079.81,0.192185912,35.16666667,6326.44,8735.333333,14172,322,174.1666667,249,2489.978,0.393582805,30.5,2601.78,4929.84,5132.32,108,115.8333333,110,797.28,0.306436363,15.16666667,14341.39,20964.83167,35930,1481,745,1168,3852.626,0.268636862,110.5,5918.33,10018.3,20390,516,345.1666667,656,2560.426,0.432626433,72
1201,18742.39,22005.33333,39136,1176,576.6666667,908,6435.595,0.343371096,103.6666667,8540.11,12062.16667,23419,343,222.6666667,377,2113.37,0.247464026,40.16666667,31670.65,33835.765,79232,2351,1004.833333,2466,13440.329,0.42437806,168.8333333,7542.64,11188.08333,17776.99,363,275.3333333,399,2295.4,0.304323155,39.16666667,8898.98,8138.433333,20902,387,151,368,4284.972,0.481512713,30.16666667,3191.3,3384.553333,8997.54,133,79.66666667,188,840.8,0.263466299,13.5,22527.58,27823.665,59252,2017,896.3333333,1942,7901.338,0.350740648,111,7343.82,12050.4,23418,654,404.3333333,756,3145.213,0.428280241,70.16666667
1202,13946.92,21167.66667,38818,918,540.5,914,4479.172,0.321158507,94.16666667,7230.38,13018.41667,20173,328,257.1666667,323,1011.5,0.139895828,40,22923.54,31703.44833,61694,1846,1011.833333,1889,9358.796,0.408261377,160.1666667,7446.02,8976.256667,15946.25,328,217,359,2688.02,0.361000911,37.5,5417.81,9046.233333,14383.6,278,190.3333333,268,2047.354,0.377893282,35.83333333,1626.8,2664.181667,4749.5,95,69.33333333,100,65.05,0.039986477,11.66666667,18168.92,24792.1,47110,1651,861,1542,6030.021,0.331886595,107.8333333,5937.2,7553.1,18310,538,268.3333333,608,2539.174,0.427671967,54.66666667
1203,10811.98,15147.16667,28874,740,392.6666667,658,3060.034,0.283022536,75.66666667,8896.06,14464.58333,24245,388,275.8333333,373,1570.82,0.176574798,47.16666667,25863.13,32237.33333,59640,1914,931.3333333,1702,10766.121,0.416272934,158.8333333,6956.54,7976.331667,12378.1,326,196.6666667,290,2325.05,0.33422506,31,3986.72,7489.333333,13094,199,147.1666667,229,1556.661,0.390461582,30,1470.43,2667.838333,2339.48,113,84.83333333,52,-626.07,-0.425773413,8,13617.82,15438.63333,32068,1163,510.8333333,943,4743.239,0.348311183,96.33333333,6957.75,7908.866667,17834,604,284.6666667,565,3182.257,0.45736869,61.66666667
1204,17726.15,18020.03333,42352,964,414.1666667,945,7233.269,0.408056403,83.5,16436.47,16633.1,29277,682,295,449,3538.39,0.21527676,54,49796.49,34965.905,110954,3556,994,3238,21751.353,0.436804943,147.6666667,14207.98,10945.38833,29300.17,605,256.6666667,683,5748.96,0.404628948,30.83333333,5511.25,8185.933333,17600,245,145.8333333,309,2530.221,0.459101111,31.66666667,4619.02,4031.491667,6635.55,232,99.83333333,145,144.76,0.031339981,8.5,30157.12,24095.36667,72714,2260,740.6666667,2232,12887.043,0.42733003,96.33333333,11571.12,8138.433333,28142,935,262.8333333,876,5478.949,0.473502046,56.66666667
1205,12780.23,15891.46667,32160,778,420.3333333,744,4565.752,0.357251161,83.83333333,12030.6,16823.3,26172,475,310.1666667,404,2902.78,0.241283062,54.16666667,30145.2,33361.7,62778,2060,960.5,1839,13886.588,0.460656688,158,6014.7,7289.496667,11553.3,276,179.8333333,270,2089.47,0.347393885,29,4130.3,7059,13742,169,128.8333333,240,2074.113,0.50217006,30.33333333,2496.56,2704.756667,3149.3,126,80,70,140.31,0.056201333,6.833333333,18527.89,18384.325,42962,1331,620,1260,7886.62,0.425662069,98.5,6830.03,8054.566667,18762,532,270.3333333,588,3430.847,0.502317999,56.83333333
1207,15762.23,17835.36667,35934,951,453,826,5818.287,0.369128416,91.66666667,7745.47,15446.25,19847,357,282.1666667,317,1048.76,0.135403016,47,25094.99,35355.93333,69390,1991,1115.333333,2191,10143.895,0.404219926,168.8333333,5978.79,8563.17,12086.82,306,221.1666667,274,1529.04,0.255744055,34.16666667,7843.82,9572.966667,17132,361,189.8333333,304,3589.683,0.457644745,36.66666667,1411.62,2368.863333,4799.4,91,61.66666667,102,-55.63,-0.039408623,9.5,20425.99,24535.92833,54652,1831,869.6666667,1789,7298.093,0.357294457,110.6666667,8543.12,10697.4,26924,719,356.8333333,860,3886.64,0.454943861,68.66666667
1209,21929.38,31393.76667,59774,1432,783.1666667,1399,6873.812,0.313452182,124.6666667,9597.97,17318.63333,25219,453,326.8333333,405,1058.15,0.110247271,45.83333333,33011.88,46503.005,94542,3003,1408.833333,2941,10975.357,0.332466888,198.1666667,7339.59,8798.796667,13431.68,331,218.6666667,302,2538.6,0.345877631,37.83333333,13788.05,20391.83333,32266.8,596,378.6666667,598,6560.859,0.475836612,62.83333333,3571.75,4094.786667,6381.13,148,99.83333333,137,1101.01,0.308255057,16.16666667,23193.16,32616.77,67136,2127,1037.5,2179,7837.011,0.337901821,126.1666667,6830.24,8889.833333,24830,607,301,796,2953.308,0.432387149,58.16666667
1211,25142.72,33481.63333,68020,1512,841.6666667,1560,9282.841,0.369205917,109.8333333,8350.31,13552.5,24634,334,239.6666667,396,2063.23,0.24708424,45.83333333,31689.33,34360.31833,90828,2327,1055.166667,2938,14227.167,0.448957646,156.3333333,7585.91,8699.638333,15801.12,332,213.8333333,358,2700.01,0.355924339,36,7893.63,9717.9,20440.4,382,197.5,379,3367.729,0.426638821,33.5,2079.67,2039.81,4789.48,106,51.16666667,101,302.43,0.14542211,8.666666667,29307.64,34819.76333,77946,2510,1089.166667,2477,10456.663,0.356789663,114.1666667,8168.02,9551.533333,19286,719,340.8333333,631,3611.403,0.442139343,63.5
1212,20029.76,24062.8,54794,1139,622.5,1241,8104.031,0.404599506,108.3333333,19041.92,24980.95,44819,803,469.8333333,703,3859.89,0.202704874,61,48134.16,52149.66,123172,3435,1561,3581,20457.175,0.425003262,216.6666667,8535.57,10663.78,18828.1,399,271.6666667,432,2773.57,0.324942564,36.16666667,7405.81,10955.16667,20542,289,204,364,4013.55,0.541946121,42,3486.77,5915.7,7421.89,157,150.1666667,161,642.27,0.184201998,19.5,24269.94,26625.13333,60806,1886,817.3333333,1811,9704.145,0.39984215,117.5,11135.62,13415.3,34452,939,442.1666667,1074,5056.675,0.454099098,71.16666667
1215,12152.28,16856.23333,32868,723,402.3333333,748,4547.683,0.374224672,77.83333333,10279.98,13957.08333,23751,429,266.8333333,379,2129.36,0.20713659,44.33333333,29475.14,38686.76667,76646,2215,1159.333333,2267,11932.09,0.404818773,166.8333333,7145.39,9391.326667,14797.03,298,221,339,2895.15,0.405177324,31.16666667,5252.46,8447.4,16794,221,152.3333333,292,2616.967,0.498236445,30.33333333,2774.34,2928.1,4584.37,157,80.5,98,-91.41,-0.032948377,10.33333333,16555.62,22398.35833,40604,1313,706.8333333,1284,6425.829,0.388135811,109.3333333,5822.17,9602.533333,19732,489,316.1666667,615,2585.273,0.444039422,60.83333333
1216,12980.18,14873.7,30940,771,376.8333333,716,4881.391,0.37606497,80.83333333,10689.06,14537.88333,29704,445,304.1666667,456,2196.5,0.205490473,50.33333333,35322.16,32252.59167,80202,2386,1010,2360,15697.946,0.444422029,160.1666667,10745.96,8848.63,19993.35,451,211.1666667,465,4314.97,0.401543464,29,4089.92,7197.166667,13880,174,131,243,2009.464,0.491321102,29.16666667,2751.87,2818.395,4094.09,145,79.66666667,91,-6.88,-0.002500118,8,17464.29,17974.43333,36364,1399,607.6666667,1053,6630.625,0.379667596,101.1666667,7962.72,9961.866667,21428,677,332,670,3688.409,0.463209682,63.33333333
1217,15055.36,19898.4,40014,870,478.5,912,5833.128,0.387445269,81,10232.4,18888.31667,24444,452,336.6666667,372,1717.65,0.167863844,53.33333333,33084.14,42021.5,74058,2378,1195.333333,2131,14406.681,0.435455811,165,6431.41,7505.226667,12372.12,269,178.8333333,288,2545.19,0.395743702,28,5157.8,8389.433333,16012,224,153.1666667,279,2397.904,0.464908294,33.83333333,1680.22,2144.303333,2429.46,105,62.16666667,54,-269.76,-0.160550404,6.333333333,25078.02,25917.03333,56976,1887,812.5,1724,10570.353,0.421498707,106.1666667,9833.9,10932.46667,25318,791,352.5,799,4735.692,0.481568045,63.33333333
1219,9090.78,18812.93333,25890,669,518.1666667,605,2125.308,0.2337872,89.16666667,6178.04,14584.41667,18929,354,282.5,303,-473.21,-0.07659549,41,19996.47,34277.43333,64366,1635,1082,1980,7338.819,0.367005727,160.5,5302.85,8894.886667,10695.14,289,232.1666667,242,1119.35,0.211084605,32.83333333,4656.04,8021.166667,12404,231,158.8333333,218,1909.437,0.410098925,29.83333333,1866.43,2617.69,5384.27,107,69.83333333,115,133.18,0.071355475,8.5,11106.03,19722.65833,29912,1264,743.5,961,1761.258,0.158585741,105.6666667,4536.91,9626.466667,19100,413,330.6666667,620,1897.991,0.418344424,67.83333333
1221,20039.47,29072.1,53516,1221,720.1666667,1224,7169.102,0.357749082,126.6666667,13120.58,21240.26667,35432,513,364.1666667,548,3173.21,0.241849827,60,50906.93,57290.27,120298,3743,1671.833333,3415,21329.098,0.418982209,217.6666667,8961.15,9686.248333,17048.06,414,241.1666667,394,3027.42,0.337838335,34.83333333,8816.04,16500.4,22318,394,302.3333333,394,4210.825,0.477632248,49.83333333,5637.24,7721.763333,9192.92,234,185,208,1231.98,0.218543117,18.16666667,24634.86,24893.92833,60786,1864,768.1666667,1753,10085.112,0.409383776,115,11728.93,12840.73333,34550,971,435.1666667,1077,5365.232,0.457435759,68.83333333
1222,17899.11,32047.76667,51774,1280,814.8333333,1222,4918.044,0.274764723,127,9668.02,17428.95,24564,587,357.8333333,394,-1285.28,-0.132941388,45,31775.11,47663.85,85568,2716,1634.5,2600,11634.895,0.366163799,201,7065.61,10443.38333,13806.59,344,257.3333333,311,2081.88,0.294649719,38,12392.59,24006.83333,32090,619,459.8333333,601,4874.266,0.393321009,64.33333333,2371.48,4649.996667,5069.34,127,113.1666667,108,301.23,0.127021944,15.5,21335.29,35010.06333,64580,1978,1139.166667,2021,6626.539,0.310590529,133.5,5919.33,12376.86667,26646,548,444.5,892,2536.586,0.428525864,64.83333333
1223,15893.64,19058.53333,48688,900,471.3333333,1126,6513.861,0.409840729,99,18059.06,21317.11667,44174,715,412.3333333,674,4238.25,0.234688295,59.33333333,43794.27,45818.46667,108686,3105,1376,3106,18890.262,0.431340949,195.6666667,9093.75,10105.71167,19018.59,402,244.6666667,441,3369.22,0.370498419,33,5721.2,9092.366667,19096,235,175,340,2988.437,0.522344438,34.83333333,5844.24,7170.971667,7744.24,215,173.3333333,176,1794.74,0.307095533,17.5,22515.59,19195.16167,55476,1614,594.1666667,1568,9569.177,0.425002276,107.8333333,7875.96,9156.233333,22418,639,311,695,3665.794,0.465440911,70.16666667
1224,21249.94,31028.26667,69430,1338,803.8333333,1559,7242.2,0.340810374,131.6666667,27033.1,46281.45,67326,1161,856.1666667,1024,4813.5,0.17805949,71.66666667,57498.57,64204.79667,141114,4471,1920.5,4061,22314.21,0.388082869,226.5,8960.89,11437.81833,20314.3,407,271.3333333,470,3054.15,0.3408311,34.5,8532.15,13526.33333,27044,371,260.6666667,479,4181.928,0.490137656,49.33333333,6009.76,9503.331667,12226.31,258,232.1666667,269,1194.76,0.19880328,22.5,30774.32,33937.11167,78894,2619,1025.166667,2299,10810.174,0.351272555,134.1666667,14457.75,14892.96667,42820,1259,486.1666667,1321,6247.07,0.432091439,71.33333333
1225,12816.73,14597.9,31204,778,362.8333333,719,4646.005,0.362495348,84,9921.64,15979.33333,24857,428,292.8333333,377,1682.56,0.169584867,51.66666667,33767.94,34543.49,76404,2514,979.6666667,2221,13525.922,0.400555142,161,7616.03,8138.41,12117.18,345,200.8333333,282,2698.78,0.354355222,29.16666667,4545.59,7804.933333,14884,215,148,260,1953.013,0.429650056,31.5,2247.14,2676.396667,2969.34,139,75.33333333,66,-372.36,-0.165703961,8.5,19600.36,17139.215,45650,1491,558,1324,8064.922,0.411468055,98.83333333,7383.33,6946.366667,18490,611,234.3333333,588,3535.29,0.478820532,60.83333333
1226,14233.44,20919.23333,35840,865,493,832,5306.88,0.372845918,92.83333333,9078.03,14589.83333,25449,369,271.3333333,407,2124.25,0.233999006,46.83333333,34239.29,43368.04667,96542,2557,1330.666667,2925,14718.359,0.429867529,184,6333.46,10484.39667,17222.43,333,250.6666667,383,1496.23,0.236242117,38.33333333,6297.25,8286,15928,277,157.6666667,282,3020.639,0.47967589,33.5,1200.05,2393.455,6119.2,60,57.16666667,129,118.3,0.098579226,9.833333333,17522.96,26983.83,50210,1585,864,1593,6052.782,0.345420066,110.5,5730.22,9713.133333,21134,482,326.1666667,684,2660.367,0.464269609,64.16666667
1227,14051.04,20431.03333,45318,835,491.6666667,1037,5234.717,0.372550146,105,15730.77,27976.98333,41138,674,500.8333333,626,2775.19,0.176417938,65.83333333,35244.43,48254.50167,104688,2582,1390.333333,3000,14635.145,0.415247033,200.1666667,7481.13,7151.298333,15728.35,330,124,365,2778.64,0.371419826,30.16666667,4821.36,11071.43333,18514,219,210.5,328,2218.609,0.460162485,39.16666667,4115.1,5974.888333,5557.74,186,141.5,126,737.85,0.179303055,18.83333333,15920.5,22158.36667,47624,1296,688.8333333,1375,5665.988,0.355892591,117,7334.55,10231.3,23032,613,344.6666667,713,3317.353,0.452291279,65.33333333
1228,15287.24,13683.73333,36280,865,315.3333333,832,6159.593,0.402923811,73,14536.93,15939.01667,33240,578,288.5,528,3561.21,0.244976759,50.66666667,34411.95,35787.5,83380,2542,1019.666667,2496,14643.646,0.425539558,160.5,8592.7,9368.57,18570.14,367,217.3333333,428,3393.21,0.394894503,32,5317.6,5467.066667,14564,209,97.5,256,2884.646,0.542471416,26.33333333,3336.35,2764.67,5674.25,147,68.5,121,614.1,0.184063423,8.333333333,22034.46,20527.385,50092,1692,610.8333333,1518,8988.725,0.407939428,97,8443.22,7736.833333,22128,670,244.3333333,690,3940.413,0.466695526,52.66666667
1229,25693.84,39442.26667,76212,1618,973.3333333,1762,8690.024,0.338214296,135,15363.21,22253,39708,678,411,638,2500.17,0.162737475,57.66666667,53365.62,62079.44833,146560,4317,2022.5,4681,21166.896,0.396639185,204.8333333,8925.05,10749.60667,20075.55,404,259,450,2966.32,0.332358922,40.33333333,12537.98,21635.06667,34361.2,652,409,639,4688.983,0.373982332,63.5,3690.45,7074.721667,7780,175,174,167,806.45,0.218523486,20.33333333,24164.56,41181.76167,82266,2247,1306.666667,2663,7477.989,0.309461004,128.6666667,9897.28,11024.2,29042,853,369.1666667,938,4229.485,0.427338117,63.16666667
1230,17163.94,21244.76667,42190,1004,524,994,6636.534,0.386655628,92.66666667,8597.33,13516.86667,20873,362,243.5,335,1839.46,0.213957124,41.5,29668.96,31370.49833,71954,2236,949.3333333,2218,12993.773,0.437958493,157.6666667,7925.49,8961.911667,15553.34,359,215.3333333,350,2627.98,0.331585807,36.83333333,7130.62,8568.666667,16122,342,159,304,2946.851,0.413267149,34.5,2025.93,1791.71,4484.47,88,44.66666667,95,545.43,0.269224504,9.5,19536.34,25625.29833,50300,1783,823.8333333,1635,6608.601,0.338272215,109.1666667,7349.12,8386.533333,21450,626,283.5,698,3352.156,0.456130258,55.16666667
1231,13172.95,14511.7,30030,789,350.3333333,713,5192.268,0.394161369,77.33333333,6544.81,13941.66667,16173,316,258.8333333,259,566.05,0.086488378,41.66666667,22535.25,34311.25833,66720,1843,1043.5,2080,8844.097,0.39245613,160.3333333,5260.18,7648.243333,11759.89,251,179.6666667,267,1631.94,0.310244136,33.33333333,6924.29,8593.5,15656,319,164.3333333,277,3131.21,0.452206652,36.16666667,1193.6,2406.726667,5599.4,64,58.83333333,118,137.84,0.115482574,8.666666667,15883.76,20150.27167,42510,1441,696.3333333,1376,5189.226,0.326700101,107.8333333,7706.33,9206.033333,23108,704,307.3333333,754,3121.171,0.40501393,67.5
1232,14304.71,14486.36667,33218,813,355,762,5498.18,0.384361514,80,11923.71,15088.93333,25429,443,270,389,3510.83,0.294441076,49.83333333,32189.93,33870.22333,67554,2284,1027.333333,1922,14115.649,0.438511329,160.6666667,6410.35,6327.986667,10629.51,280,151,249,2406.1,0.37534612,27.33333333,4621.17,6780.9,14580,176,126.6666667,254,2497.232,0.540389555,27,1998.32,2421.67,2564.43,127,75,57,-349.42,-0.17485688,7.666666667,19099.98,16824.63333,39902,1473,546.6666667,1174,7416.157,0.388280878,98.83333333,8165.18,6285.5,19456,641,208.6666667,606,3966.933,0.48583534,48.83333333
